IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Sdc,Dynamic Execution,Masked%,Crash%,Sdc%,Masked%+Sdc%,INS_type,Unnamed: 17,0x4209bb,CrashOnSameIP
42bea1,rbx,35019352,1208,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,7.192632,22.88557214,10.94527363,66.16915423,89.05472637,INTEGER,,,0.0
42beb8,r12,35060575,6989,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,7.2011,22.88557214,10.94527363,66.16915423,89.05472637,INTEGER,,,0.0
42beb5,rsi,35110474,622,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,7.21135,22.88557214,10.94527363,66.16915423,89.05472637,DATAXFER,,,0.0
42bea1,r8,35116033,5602,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,7.212492,22.88557214,11.44278607,65.67164179,88.55721393,INTEGER,,,0.0
42be02,,35218474,2029,sdc,<HPL_ladd>,shl,"shl, $0x10,%r9d",0,0,1,7.233535,22.88557214,11.44278607,65.67164179,88.55721393,SHIFT,,,0.0
420a98,,35268785,2042,masked,<HPL_rand>,movzwl,"movzwl, %dx,%ecx",1,0,0,7.24387,22.88557214,11.44278607,65.67164179,88.55721393,DATAXFER,,,0.0
42beb1,xmm0,35285797,5268,masked,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",1,0,0,7.247365,22.88557214,11.44278607,65.67164179,88.55721393,DATAXFER,,,0.0
42bef8,rsi,35366718,4694,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,7.263988,23.38308458,10.94527363,65.67164179,89.05472637,INTEGER,,,0.9689119170984456
420aac,rsi,35381979,7909,sdc,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %esi,%xmm2",0,0,1,7.267123,23.38308458,10.44776119,66.16915423,89.55223881,CONVERT,,,0.0
42be9d,rsi,35432379,11507,sdc,<HPL_lmul>,imul,"imul, %r9d,%ebx",0,0,1,7.277476,23.38308458,10.44776119,66.16915423,89.55223881,INTEGER,,,0.0
42bf24,xmm1,35486783,5308,sdc,<HPL_lmul>,or,"or, %r9d,%r11d",0,0,1,7.288652,23.38308458,10.44776119,66.16915423,89.55223881,LOGICAL,,,0.0
420b7e,,35495329,7962,sdc,<HPL_setran>,mov,"mov, $0xe54938,%edx",0,0,1,7.290407,23.88059701,10.44776119,65.67164179,89.55223881,DATAXFER,,,0.5555555555555556
42bed4,rsi,35727713,11255,masked,<HPL_lmul>,imul,"imul, %r10d,%ebx",1,0,0,7.338144,23.88059701,10.44776119,65.67164179,89.55223881,INTEGER,,,0.0
42be58,rsi,35764116,1567,sdc,<HPL_lmul>,shr,"shr, $0x10,%ecx",0,0,1,7.345622,23.38308458,10.44776119,66.16915423,89.55223881,SHIFT,,,0.0
420b71,rbx,35776533,9015,crash,<HPL_setran>,mov,"mov, $0xe54948,%esi",0,1,0,7.348172,22.88557214,10.44776119,66.66666667,89.55223881,DATAXFER,,,0.30612244897959184
42beb5,rdi,35839704,6447,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,7.361149,22.88557214,10.94527363,66.16915423,89.05472637,DATAXFER,,,0.0
42be94,rflags,35973301,2224,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,7.388593,22.3880597,11.44278607,66.16915423,88.55721393,DATAXFER,,,0.0
42be33,rdi,36023661,10496,sdc,<HPL_ladd>,shl,"shl, $0x10,%eax",0,0,1,7.398938,21.89054726,11.44278607,66.66666667,88.55721393,SHIFT,,,0.0
42be1a,rcx,36029094,8579,sdc,<HPL_ladd>,shr,"shr, $0x10,%esi",0,0,1,7.400054,21.89054726,11.44278607,66.66666667,88.55721393,SHIFT,,,0.0
420ae4,r10,36135134,12883,masked,<HPL_rand>,subsd,"subsd, %xmm1,%xmm0",1,0,0,7.421837,21.89054726,11.44278607,66.66666667,88.55721393,FP,,,0.0
42bdf4,xmm1,36345559,6696,sdc,<HPL_ladd>,movzwl,"movzwl, %ax,%r10d",0,0,1,7.465062,22.3880597,11.44278607,66.16915423,88.55721393,DATAXFER,,,0.0
42be8f,rbx,36349552,1674,masked,<HPL_lmul>,mov,"mov, %ebx,%edi",1,0,0,7.465882,21.89054726,11.44278607,66.66666667,88.55721393,DATAXFER,,,0.0
420ab8,rsi,36366365,4719,sdc,<HPL_rand>,mulsd,"mulsd, %xmm4,%xmm5",0,0,1,7.469336,21.89054726,11.44278607,66.66666667,88.55721393,FP,,,0.0
42be98,rdx,36378902,4638,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,7.471912,22.3880597,11.44278607,66.16915423,88.55721393,SHIFT,,,0.0
420a79,rsi,36477251,1405,sdc,<HPL_rand>,mov,"mov, %rsp,%rsi",0,0,1,7.492114,22.3880597,11.94029851,65.67164179,88.05970149,DATAXFER,,,0.7090909090909091
420a9b,rdi,36489458,1700,masked,<HPL_rand>,shr,"shr, $0x10,%edx",1,0,0,7.494622,22.3880597,11.94029851,65.67164179,88.05970149,SHIFT,,,0.0
42be6d,rbx,36507557,4212,sdc,<HPL_lmul>,movzwl,"movzwl, %r11w,%r9d",0,0,1,7.49834,22.88557214,11.44278607,65.67164179,88.55721393,DATAXFER,,,0.0
42bf1c,,36631147,2070,sdc,<HPL_lmul>,shl,"shl, $0x10,%r9d",0,0,1,7.523728,23.38308458,11.44278607,65.17412935,88.55721393,SHIFT,,,0.0
420ae0,rsi,36631793,4471,masked,<HPL_rand>,mulsd,"mulsd, %xmm0,%xmm1",1,0,0,7.523861,23.88059701,11.44278607,64.67661692,88.55721393,FP,,,0.0
42bedd,rflags,36675404,3178,masked,<HPL_lmul>,shr,"shr, $0x10,%esi",1,0,0,7.532819,23.88059701,11.44278607,64.67661692,88.55721393,SHIFT,,,0.0
42bea8,rcx,36796476,2867,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,7.55769,23.88059701,11.44278607,64.67661692,88.55721393,SHIFT,,,0.0
42be13,rbx,36837569,4941,sdc,<HPL_ladd>,or,"or, %r8d,%ecx",0,0,1,7.566131,23.88059701,11.44278607,64.67661692,88.55721393,LOGICAL,,,0.0
420ac0,rbx,36842644,7350,sdc,<HPL_rand>,movsd,"movsd, 0x7d1a20(%rip),%xmm0",0,0,1,7.567174,23.88059701,11.44278607,64.67661692,88.55721393,UnKnown,,,0.0
420a74,rcx,36873915,11216,sdc,<HPL_rand>,mov,"mov, $0x3,%edi",0,0,1,7.573598,23.88059701,11.44278607,64.67661692,88.55721393,DATAXFER,,,0.0
420a70,rcx,36875078,12606,crash,<HPL_rand>,sub,"sub, $0x18,%rsp",0,1,0,7.573836,23.38308458,11.44278607,65.17412935,88.55721393,INTEGER,,,1.0
42bea8,rdi,36973001,7332,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,7.593952,23.88059701,10.94527363,65.17412935,89.05472637,SHIFT,,,0.0
42bf06,rdi,36974414,10185,sdc,<HPL_lmul>,movzwl,"movzwl, -0x20(%rsp),%r11d",0,0,1,7.594242,23.88059701,10.44776119,65.67164179,89.55223881,DATAXFER,,,0.0
420a8c,xmm3,36984754,2317,sdc,<HPL_rand>,mov,"mov, 0x4(%rsp),%eax",0,0,1,7.596366,23.88059701,10.44776119,65.67164179,89.55223881,DATAXFER,,,0.0
42bde3,rflags,37012490,3869,sdc,<HPL_ladd>,shr,"shr, $0x10,%ecx",0,0,1,7.602064,23.88059701,10.44776119,65.67164179,89.55223881,SHIFT,,,0.0
42bf20,rbx,37141977,9133,sdc,<HPL_lmul>,shl,"shl, $0x10,%r10d",0,0,1,7.628663,23.88059701,10.44776119,65.67164179,89.55223881,SHIFT,,,0.0
42bee2,r11,37149118,11388,sdc,<HPL_lmul>,cmp,"cmp, $0x3,%ecx",0,0,1,7.63013,23.38308458,10.44776119,66.16915423,89.55223881,CONDITION,,,0.0
42beec,rcx,37184878,3892,masked,<HPL_lmul>,add,"add, %r8d,%edi",1,0,0,7.637476,23.38308458,10.44776119,66.16915423,89.55223881,INTEGER,,,0.0
42be6a,rax,37198369,6772,masked,<HPL_lmul>,shr,"shr, $0x10,%ebx",1,0,0,7.640247,23.38308458,10.44776119,66.16915423,89.55223881,SHIFT,,,0.0
42bec8,rbx,37224840,1445,sdc,<HPL_lmul>,cmp,"cmp, $0x1,%ecx",0,0,1,7.645685,23.38308458,9.950248756,66.66666667,90.04975124,CONDITION,,,0.0
42be94,rbx,37267179,12046,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,7.654382,23.38308458,9.950248756,66.66666667,90.04975124,DATAXFER,,,0.0
42bf27,,37296533,5656,masked,<HPL_lmul>,or,"or, %r10d,%r8d",1,0,0,7.660412,23.38308458,9.950248756,66.66666667,90.04975124,LOGICAL,,,0.0
420ad8,rflags,37329208,5769,masked,<HPL_rand>,addsd,"addsd, %xmm5,%xmm1",1,0,0,7.667124,23.88059701,9.950248756,66.16915423,90.04975124,FP,,,0.0
42be1d,rflags,37412279,6128,sdc,<HPL_ladd>,add,"add, %r10d,%r8d",0,0,1,7.684189,23.38308458,9.950248756,66.66666667,90.04975124,INTEGER,,,0.0
42bf00,r10,37466330,1046,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,7.695292,23.38308458,9.950248756,66.66666667,90.04975124,CONDITION,,,0.20085470085470086
42beb1,xmm1,37478821,6256,sdc,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",0,0,1,7.697858,23.38308458,9.452736318,67.1641791,90.54726368,DATAXFER,,,0.0
42bef3,,37483497,11010,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,7.698818,23.38308458,9.452736318,67.1641791,90.54726368,SHIFT,,,0.0
42be27,xmm4,37489169,4013,masked,<HPL_ladd>,mov,"mov, %r8d,%esi",1,0,0,7.699984,23.38308458,9.452736318,67.1641791,90.54726368,DATAXFER,,,0.0
420a81,r9,37525676,11266,masked,<HPL_rand>,mov,"mov, (%rsp),%edx",1,0,0,7.707483,23.88059701,9.452736318,66.66666667,90.54726368,DATAXFER,,,0.0
42bed1,rbx,37549306,8970,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,7.712337,24.37810945,9.452736318,66.16915423,90.54726368,DATAXFER,,,0.0
412bed,r10,37580065,6938,crash,<HPL_pdmatgen>,lea,"lea, 0x6(%rbx),%r15",0,1,0,7.718655,24.37810945,8.955223881,66.66666667,91.04477612,INTEGER,,,0.6666666666666666
42beb1,r10,37580751,10611,sdc,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",0,0,1,7.718796,23.88059701,8.955223881,67.1641791,91.04477612,DATAXFER,,,0.0
420b5b,r8,37583761,9026,sdc,<HPL_setran>,mov,"mov, $0xe54938,%edi",0,0,1,7.719415,23.88059701,8.955223881,67.1641791,91.04477612,DATAXFER,,,0.40425531914893614
42bec3,xmm3,37603668,4232,masked,<HPL_lmul>,shr,"shr, $0x10,%ebx",1,0,0,7.723504,23.88059701,8.955223881,67.1641791,91.04477612,SHIFT,,,0.0
420ad8,rbx,37631126,3809,sdc,<HPL_rand>,addsd,"addsd, %xmm5,%xmm1",0,0,1,7.729144,23.38308458,8.955223881,67.66169154,91.04477612,FP,,,0.0
42bf27,rsp,37639804,4066,sdc,<HPL_lmul>,or,"or, %r10d,%r8d",0,0,1,7.730927,23.38308458,8.457711443,68.15920398,91.54228856,LOGICAL,,,0.0
42bea3,rflags,37648512,6202,masked,<HPL_lmul>,mov,"mov, %esi,%edi",1,0,0,7.732716,23.38308458,8.457711443,68.15920398,91.54228856,DATAXFER,,,0.0
42be98,rsi,37657776,2150,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,7.734619,23.38308458,8.955223881,67.66169154,91.04477612,SHIFT,,,0.0
42be5f,rdi,37674255,12772,sdc,<HPL_lmul>,shr,"shr, $0x10,%r8d",0,0,1,7.738004,23.38308458,8.955223881,67.66169154,91.04477612,SHIFT,,,0.0
42bef8,,37683592,10756,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,7.739922,23.38308458,8.955223881,67.66169154,91.04477612,INTEGER,,,0.9689119170984456
42bee2,rbx,37694512,4278,sdc,<HPL_lmul>,cmp,"cmp, $0x3,%ecx",0,0,1,7.742165,22.88557214,8.955223881,68.15920398,91.04477612,CONDITION,,,0.0
420b66,rflags,37778116,9470,sdc,<HPL_setran>,mov,"mov, 0xa33dcf(%rip),%r10d",0,0,1,7.759339,22.3880597,8.955223881,68.65671642,91.04477612,DATAXFER,,,0.0
42be71,rbx,37788229,1583,sdc,<HPL_lmul>,imul,"imul, %eax,%r8d",0,0,1,7.761417,22.88557214,8.457711443,68.65671642,91.54228856,INTEGER,,,0.0
42bef3,rsi,37803856,9361,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,7.764627,22.88557214,8.457711443,68.65671642,91.54228856,SHIFT,,,0.0
42bf31,rflags,37867557,10576,sdc,<HPL_lmul>,pop,"pop, %rbx",0,0,1,7.777712,22.88557214,8.457711443,68.65671642,91.54228856,STACK,,,0.7457627118644068
42be94,xmm13,37913660,5440,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,7.787183,22.88557214,7.960199005,69.15422886,92.039801,DATAXFER,,,0.0
42bdd5,rflags,38019393,2688,sdc,<HPL_ladd>,mov,"mov, 0x4(%rsi),%eax",0,0,1,7.808903,22.88557214,7.960199005,69.15422886,92.039801,DATAXFER,,,0.0
42bef8,rsi,38125188,57,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,7.830635,22.88557214,7.462686567,69.65174129,92.53731343,INTEGER,,,0.9689119170984456
42bea3,r9,38133323,9456,masked,<HPL_lmul>,mov,"mov, %esi,%edi",1,0,0,7.832306,22.88557214,7.462686567,69.65174129,92.53731343,DATAXFER,,,0.0
42bea3,rax,38135019,4654,sdc,<HPL_lmul>,mov,"mov, %esi,%edi",0,0,1,7.832655,23.38308458,7.462686567,69.15422886,92.53731343,DATAXFER,,,0.0
42bec3,xmm5,38172550,9187,masked,<HPL_lmul>,shr,"shr, $0x10,%ebx",1,0,0,7.840364,23.38308458,7.462686567,69.15422886,92.53731343,SHIFT,,,0.0
42bee7,rsp,38176831,3043,sdc,<HPL_lmul>,movzwl,"movzwl, -0x14(%rsp),%edi",0,0,1,7.841244,23.88059701,7.462686567,68.65671642,92.53731343,DATAXFER,,,0.0
420ac0,rdi,38266409,2437,masked,<HPL_rand>,movsd,"movsd, 0x7d1a20(%rip),%xmm0",1,0,0,7.859645,23.88059701,7.462686567,68.65671642,92.53731343,UnKnown,,,0.0
42bef3,rsi,38295462,78,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,7.865613,24.37810945,7.462686567,68.15920398,92.53731343,SHIFT,,,0.0
42be9d,rbx,38314015,8532,sdc,<HPL_lmul>,imul,"imul, %r9d,%ebx",0,0,1,7.869424,24.87562189,7.462686567,67.66169154,92.53731343,INTEGER,,,0.0
42bed1,rax,38340890,12626,masked,<HPL_lmul>,movzwl,"movzwl, %si,%esi",1,0,0,7.874945,24.87562189,7.462686567,67.66169154,92.53731343,DATAXFER,,,0.0
420ac8,rbx,38341158,11026,crash,<HPL_rand>,add,"add, $0x18,%rsp",0,1,0,7.875,24.87562189,7.462686567,67.66169154,92.53731343,INTEGER,,,0.9838709677419355
42beb8,rbx,38369589,4121,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,7.88084,25.37313433,7.462686567,67.1641791,92.53731343,INTEGER,,,0.0
420b54,rdi,38397867,3155,masked,<HPL_setran>,mov,"mov, 0xa33ddd(%rip),%r9d",1,0,0,7.886649,25.37313433,7.462686567,67.1641791,92.53731343,DATAXFER,,,0.0
42bead,rsi,38401023,2406,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,7.887297,25.37313433,7.462686567,67.1641791,92.53731343,CONDITION,,,0.0
42bdd8,xmm1,38429265,3207,sdc,<HPL_ladd>,mov,"mov, 0x4(%rdi),%esi",0,0,1,7.893099,25.37313433,7.462686567,67.1641791,92.53731343,DATAXFER,,,0.0
42bef3,rbx,38497004,476,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,7.907014,25.37313433,7.462686567,67.1641791,92.53731343,SHIFT,,,0.0
42bf24,rsi,38517979,10705,sdc,<HPL_lmul>,or,"or, %r9d,%r11d",0,0,1,7.911322,25.37313433,7.462686567,67.1641791,92.53731343,LOGICAL,,,0.0
42bdf4,r11,38574308,2869,sdc,<HPL_ladd>,movzwl,"movzwl, %ax,%r10d",0,0,1,7.922894,25.37313433,7.462686567,67.1641791,92.53731343,DATAXFER,,,0.0
42be1d,xmm9,38582279,12402,sdc,<HPL_ladd>,add,"add, %r10d,%r8d",0,0,1,7.924531,24.87562189,7.462686567,67.66169154,92.53731343,INTEGER,,,0.0
42be7e,r8,38604279,8337,sdc,<HPL_lmul>,shr,"shr, $0x10,%r11d",0,0,1,7.92905,24.87562189,7.462686567,67.66169154,92.53731343,SHIFT,,,0.0
42bea8,,38613802,1877,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,7.931007,24.87562189,7.462686567,67.66169154,92.53731343,SHIFT,,,0.0
420b60,r11,38651638,6515,crash,<HPL_setran>,mov,"mov, %rsp,%rdx",0,1,0,7.938779,24.87562189,7.960199005,67.1641791,92.039801,DATAXFER,,,0.6326530612244898
42bea1,xmm11,38673418,2309,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,7.943253,24.87562189,7.960199005,67.1641791,92.039801,INTEGER,,,0.0
42bf27,rbx,38719715,12786,sdc,<HPL_lmul>,or,"or, %r10d,%r8d",0,0,1,7.952763,25.37313433,7.960199005,66.66666667,92.039801,LOGICAL,,,0.0
42be94,rsi,38721568,12313,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,7.953144,25.87064677,7.960199005,66.16915423,92.039801,DATAXFER,,,0.0
420b66,rdi,38723281,2249,sdc,<HPL_setran>,mov,"mov, 0xa33dcf(%rip),%r10d",0,0,1,7.953496,25.87064677,7.960199005,66.16915423,92.039801,DATAXFER,,,0.0
42bef8,rsi,38794814,2613,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,7.96819,25.87064677,7.462686567,66.66666667,92.53731343,INTEGER,,,0.9689119170984456
42be71,rflags,38861924,2525,sdc,<HPL_lmul>,imul,"imul, %eax,%r8d",0,0,1,7.981976,26.3681592,7.462686567,66.16915423,92.53731343,INTEGER,,,0.0
42bebe,rsi,38862152,3919,masked,<HPL_lmul>,mov,"mov, %esi,%ebx",1,0,0,7.982023,26.3681592,7.462686567,66.16915423,92.53731343,DATAXFER,,,0.0
42beb8,rax,38965271,12441,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,8.003206,26.3681592,7.462686567,66.16915423,92.53731343,INTEGER,,,0.0
42bddf,r11,39003003,13021,sdc,<HPL_ladd>,movzwl,"movzwl, %r10w,%edi",0,0,1,8.010957,26.3681592,7.462686567,66.16915423,92.53731343,DATAXFER,,,0.0
42beb8,rbx,39081177,4120,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,8.027015,26.86567164,7.462686567,65.67164179,92.53731343,INTEGER,,,0.0
42becd,rcx,39281753,123,sdc,<HPL_lmul>,mov,"mov, -0x38(%rsp,%rcx,4),%ebx",0,0,1,8.068218,26.86567164,7.462686567,65.67164179,92.53731343,DATAXFER,,,0.0
420b50,r8,39306724,3394,crash,<HPL_setran>,sub,"sub, $0x18,%rsp",0,1,0,8.073347,26.86567164,7.462686567,65.67164179,92.53731343,INTEGER,,,1.0
42be6a,rdi,39328676,2232,sdc,<HPL_lmul>,shr,"shr, $0x10,%ebx",0,0,1,8.077857,26.86567164,7.462686567,65.67164179,92.53731343,SHIFT,,,0.0
42bde9,rsi,39391129,12224,sdc,<HPL_ladd>,shr,"shr, $0x10,%r10d",0,0,1,8.090686,27.36318408,7.462686567,65.17412935,92.53731343,SHIFT,,,0.0
42be8c,rbx,39441493,10717,sdc,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",0,0,1,8.101031,27.36318408,7.462686567,65.17412935,92.53731343,DATAXFER,,,0.0
42be71,rbx,39490219,11057,masked,<HPL_lmul>,imul,"imul, %eax,%r8d",1,0,0,8.111041,26.86567164,7.462686567,65.67164179,92.53731343,INTEGER,,,0.0
42beb8,xmm5,39759961,10567,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,8.166451,26.86567164,6.965174129,66.16915423,93.03482587,INTEGER,,,0.0
42bf17,rax,39774577,6908,sdc,<HPL_lmul>,mov,"mov, -0x14(%rsp),%r10d",0,0,1,8.169454,26.86567164,6.965174129,66.16915423,93.03482587,DATAXFER,,,0.0
42bddb,rdi,39797696,7554,sdc,<HPL_ladd>,movzwl,"movzwl, %cx,%r8d",0,0,1,8.174203,26.86567164,6.965174129,66.16915423,93.03482587,DATAXFER,,,0.0
42bf11,xmm1,39882135,2713,masked,<HPL_lmul>,movzwl,"movzwl, -0x18(%rsp),%r8d",1,0,0,8.191549,27.36318408,6.965174129,65.67164179,93.03482587,DATAXFER,,,0.0
42bde3,,39956322,1965,sdc,<HPL_ladd>,shr,"shr, $0x10,%ecx",0,0,1,8.206788,27.36318408,6.965174129,65.67164179,93.03482587,SHIFT,,,0.0
42bf24,rsi,39969904,11002,sdc,<HPL_lmul>,or,"or, %r9d,%r11d",0,0,1,8.209578,26.86567164,6.965174129,66.16915423,93.03482587,LOGICAL,,,0.0
42bdf1,rdi,40086602,3326,sdc,<HPL_ladd>,mov,"mov, %r8d,%r9d",0,0,1,8.23355,26.86567164,6.965174129,66.16915423,93.03482587,DATAXFER,,,0.0
420b5b,rcx,40151121,11869,crash,<HPL_setran>,mov,"mov, $0xe54938,%edi",0,1,0,8.246804,27.36318408,6.467661692,66.16915423,93.53233831,DATAXFER,,,0.40425531914893614
420b7e,rsi,40192220,1491,crash,<HPL_setran>,mov,"mov, $0xe54938,%edx",0,1,0,8.255246,27.36318408,6.467661692,66.16915423,93.53233831,DATAXFER,,,0.5555555555555556
42becd,xmm14,40207891,1205,sdc,<HPL_lmul>,mov,"mov, -0x38(%rsp,%rcx,4),%ebx",0,0,1,8.258466,27.86069652,6.467661692,65.67164179,93.53233831,DATAXFER,,,0.0
420aac,rdi,40311670,11031,masked,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %esi,%xmm2",1,0,0,8.279784,28.35820896,6.467661692,65.17412935,93.53233831,CONVERT,,,0.0
42beb8,r8,40469413,10007,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,8.312188,28.35820896,6.965174129,64.67661692,93.03482587,INTEGER,,,0.0
42bebc,xmm1,40501479,8271,masked,<HPL_lmul>,add,"add, %ebx,%esi",1,0,0,8.318775,27.86069652,6.965174129,65.17412935,93.03482587,INTEGER,,,0.0
42be33,rflags,40510087,7089,sdc,<HPL_ladd>,shl,"shl, $0x10,%eax",0,0,1,8.320543,28.35820896,6.965174129,64.67661692,93.03482587,SHIFT,,,0.0
420ab0,rcx,40615918,4501,sdc,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %eax,%xmm5",0,0,1,8.342283,28.35820896,6.965174129,64.67661692,93.03482587,CONVERT,,,0.0
420a98,rcx,40655129,3196,masked,<HPL_rand>,movzwl,"movzwl, %dx,%ecx",1,0,0,8.350338,28.85572139,6.965174129,64.17910448,93.03482587,DATAXFER,,,0.0
42be40,rdi,40671466,1204,crash,<HPL_lmul>,push,"push, %rbx",0,1,0,8.353694,28.35820896,6.965174129,64.67661692,93.03482587,STACK,,,1.0
420a8c,,40747352,8803,sdc,<HPL_rand>,mov,"mov, 0x4(%rsp),%eax",0,0,1,8.369282,28.85572139,6.965174129,64.17910448,93.03482587,DATAXFER,,,0.0
420ad0,xmm0,40759991,103,masked,<HPL_rand>,mulsd,"mulsd, %xmm0,%xmm1",1,0,0,8.371878,28.85572139,6.965174129,64.17910448,93.03482587,FP,,,0.0
420ad4,r9,40835709,7240,masked,<HPL_rand>,addsd,"addsd, %xmm2,%xmm1",1,0,0,8.387432,28.85572139,6.965174129,64.17910448,93.03482587,FP,,,0.0
420ae4,rflags,40859984,6680,masked,<HPL_rand>,subsd,"subsd, %xmm1,%xmm0",1,0,0,8.392419,28.85572139,6.965174129,64.17910448,93.03482587,FP,,,0.0
42beb8,rdx,41074025,5032,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,8.436388,28.35820896,6.965174129,64.67661692,93.03482587,INTEGER,,,0.0
42bea8,rsi,41101009,3974,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,8.441931,27.86069652,6.965174129,65.17412935,93.03482587,SHIFT,,,0.0
420b60,rsi,41107158,4981,sdc,<HPL_setran>,mov,"mov, %rsp,%rdx",0,0,1,8.443194,28.35820896,6.965174129,64.67661692,93.03482587,DATAXFER,,,0.6326530612244898
42be8c,rbx,41115949,12613,sdc,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",0,0,1,8.445,28.85572139,6.965174129,64.17910448,93.03482587,DATAXFER,,,0.0
42bead,rax,41116376,4816,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,8.445087,28.85572139,6.965174129,64.17910448,93.03482587,CONDITION,,,0.0
42be71,r8,41140179,633,sdc,<HPL_lmul>,imul,"imul, %eax,%r8d",0,0,1,8.449977,29.35323383,6.965174129,63.68159204,93.03482587,INTEGER,,,0.0
42bea8,rbx,41155403,11802,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,8.453104,29.35323383,6.467661692,64.17910448,93.53233831,SHIFT,,,0.0
420b5b,rax,41210063,4044,sdc,<HPL_setran>,mov,"mov, $0xe54938,%edi",0,0,1,8.464333,29.85074627,6.467661692,63.68159204,93.53233831,DATAXFER,,,0.40425531914893614
42be7e,rbp,41250463,8476,sdc,<HPL_lmul>,shr,"shr, $0x10,%r11d",0,0,1,8.472632,29.85074627,6.965174129,63.1840796,93.03482587,SHIFT,,,0.0
42bf00,rcx,41254382,7580,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,8.473437,29.85074627,6.965174129,63.1840796,93.03482587,CONDITION,,,0.20085470085470086
42be6d,r11,41326378,7061,sdc,<HPL_lmul>,movzwl,"movzwl, %r11w,%r9d",0,0,1,8.488226,29.85074627,6.965174129,63.1840796,93.03482587,DATAXFER,,,0.0
42bead,rax,41327040,6618,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,8.488362,29.85074627,6.965174129,63.1840796,93.03482587,CONDITION,,,0.0
42be7e,rflags,41331817,6080,sdc,<HPL_lmul>,shr,"shr, $0x10,%r11d",0,0,1,8.489343,30.34825871,6.965174129,62.68656716,93.03482587,SHIFT,,,0.0
42bef3,rax,41410747,2274,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,8.505557,29.85074627,6.965174129,63.1840796,93.03482587,SHIFT,,,0.0
42bf1c,rsi,41445308,504,sdc,<HPL_lmul>,shl,"shl, $0x10,%r9d",0,0,1,8.512657,29.35323383,6.965174129,63.68159204,93.03482587,SHIFT,,,0.0
42be94,xmm1,41527353,2183,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,8.529511,29.35323383,7.462686567,63.1840796,92.53731343,DATAXFER,,,0.0
