IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Sdc,Dynamic Execution,Masked%,Crash%,Sdc%,Masked%+Sdc%,INS_type,Unnamed: 17,0x4209bb,CrashOnSameIP
42be8f,rsi,6266850,1467,masked,<HPL_lmul>,mov,"mov, %ebx,%edi",1,0,0,1.286269,23.38308458,10.94527363,65.67164179,89.05472637,DATAXFER,,,0.0
42bea3,rdi,6329314,7246,sdc,<HPL_lmul>,mov,"mov, %esi,%edi",0,0,1,1.299101,23.38308458,10.94527363,65.67164179,89.05472637,DATAXFER,,,0.0
420a8c,rbx,6338576,5180,sdc,<HPL_rand>,mov,"mov, 0x4(%rsp),%eax",0,0,1,1.301003,23.38308458,10.94527363,65.67164179,89.05472637,DATAXFER,,,0.0
42bf1c,rcx,6425321,6970,sdc,<HPL_lmul>,shl,"shl, $0x10,%r9d",0,0,1,1.318823,23.38308458,10.94527363,65.67164179,89.05472637,SHIFT,,,0.0
42bec3,rbx,6496314,12367,sdc,<HPL_lmul>,shr,"shr, $0x10,%ebx",0,0,1,1.333406,23.38308458,10.94527363,65.67164179,89.05472637,SHIFT,,,0.0
42bebe,r10,6512641,889,sdc,<HPL_lmul>,mov,"mov, %esi,%ebx",0,0,1,1.33676,23.38308458,10.44776119,66.16915423,89.55223881,DATAXFER,,,0.0
420ae0,rax,6532560,10905,sdc,<HPL_rand>,mulsd,"mulsd, %xmm0,%xmm1",0,0,1,1.340852,23.88059701,10.44776119,65.67164179,89.55223881,FP,,,0.0
420ab4,xmm0,6589826,5490,masked,<HPL_rand>,mulsd,"mulsd, %xmm4,%xmm0",1,0,0,1.352615,23.38308458,10.44776119,66.16915423,89.55223881,FP,,,0.0
42bed8,rax,6594971,9869,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,1.353672,23.38308458,10.44776119,66.16915423,89.55223881,INTEGER,,,0.0
42bf1c,rdi,6653263,3839,masked,<HPL_lmul>,shl,"shl, $0x10,%r9d",1,0,0,1.365647,23.38308458,9.950248756,66.66666667,90.04975124,SHIFT,,,0.0
420b54,rbx,6705369,69,masked,<HPL_setran>,mov,"mov, 0xa33ddd(%rip),%r9d",1,0,0,1.37635,23.38308458,9.950248756,66.66666667,90.04975124,DATAXFER,,,0.0
42be2e,rbx,6767074,1486,masked,<HPL_ladd>,shr,"shr, $0x10,%esi",1,0,0,1.389026,23.38308458,10.44776119,66.16915423,89.55223881,SHIFT,,,0.0
42bed1,rbx,6786410,4396,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,1.392998,23.38308458,10.94527363,65.67164179,89.05472637,DATAXFER,,,0.0
42be63,rdi,6812947,8884,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,1.398449,23.38308458,10.94527363,65.67164179,89.05472637,DATAXFER,,,0.0
42bedd,rax,6829737,736,masked,<HPL_lmul>,shr,"shr, $0x10,%esi",1,0,0,1.401898,23.38308458,10.94527363,65.67164179,89.05472637,SHIFT,,,0.0
42bebe,r8,6957681,7461,masked,<HPL_lmul>,mov,"mov, %esi,%ebx",1,0,0,1.42818,23.38308458,10.94527363,65.67164179,89.05472637,DATAXFER,,,0.0
42be1d,rsi,6998699,2456,sdc,<HPL_ladd>,add,"add, %r10d,%r8d",0,0,1,1.436606,23.88059701,10.44776119,65.67164179,89.55223881,INTEGER,,,0.0
42be2e,rbx,7001228,10550,sdc,<HPL_ladd>,shr,"shr, $0x10,%esi",0,0,1,1.437126,23.38308458,10.44776119,66.16915423,89.55223881,SHIFT,,,0.0
420aac,xmm4,7010760,8814,masked,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %esi,%xmm2",1,0,0,1.439084,23.88059701,10.44776119,65.67164179,89.55223881,CONVERT,,,0.0
42be91,rflags,7031839,11893,masked,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",1,0,0,1.443414,23.88059701,10.44776119,65.67164179,89.55223881,DATAXFER,,,0.0
42be47,rdi,7069619,11561,sdc,<HPL_lmul>,mov,"mov, 0x4(%rsi),%ebx",0,0,1,1.451175,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,,0.0
420b66,,7104953,5825,sdc,<HPL_setran>,mov,"mov, 0xa33dcf(%rip),%r10d",0,0,1,1.458433,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,,0.0
42beb1,rbx,7109483,6945,sdc,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",0,0,1,1.459364,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,,0.0
42bead,rflags,7127513,5185,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,1.463067,24.37810945,10.44776119,65.17412935,89.55223881,CONDITION,,,0.0
42be8c,rsi,7157066,6061,masked,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",1,0,0,1.469138,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,,0.0
420a98,r10,7204331,8029,masked,<HPL_rand>,movzwl,"movzwl, %dx,%ecx",1,0,0,1.478847,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,,0.0
42be40,rflags,7217951,503,crash,<HPL_lmul>,push,"push, %rbx",0,1,0,1.481645,24.87562189,10.44776119,64.67661692,89.55223881,STACK,,,1.0
42be8c,rbx,7224409,10482,sdc,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",0,0,1,1.482972,25.37313433,10.44776119,64.17910448,89.55223881,DATAXFER,,,0.0
420b60,rbx,7241248,8445,sdc,<HPL_setran>,mov,"mov, %rsp,%rdx",0,0,1,1.486431,25.87064677,10.44776119,63.68159204,89.55223881,DATAXFER,,,0.6326530612244898
42bebc,rflags,7298378,707,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,1.498167,26.3681592,9.950248756,63.68159204,90.04975124,INTEGER,,,0.0
420aa2,rbx,7356357,3473,sdc,<HPL_rand>,movzwl,"movzwl, %ax,%esi",0,0,1,1.510077,26.3681592,9.950248756,63.68159204,90.04975124,DATAXFER,,,0.0
42bdff,rsi,7401961,6278,sdc,<HPL_ladd>,add,"add, %r9d,%r11d",0,0,1,1.519445,26.3681592,9.950248756,63.68159204,90.04975124,INTEGER,,,0.0
42bebe,rcx,7413708,7254,sdc,<HPL_lmul>,mov,"mov, %esi,%ebx",0,0,1,1.521858,26.3681592,9.950248756,63.68159204,90.04975124,DATAXFER,,,0.0
42bef8,rflags,7451382,11086,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,1.529597,26.3681592,9.950248756,63.68159204,90.04975124,INTEGER,,,0.9689119170984456
42bea8,rax,7478151,5818,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,1.535096,26.86567164,9.950248756,63.1840796,90.04975124,SHIFT,,,0.0
42bef8,rbx,7589229,12136,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,1.557914,26.86567164,9.452736318,63.68159204,90.54726368,INTEGER,,,0.9689119170984456
42be71,rflags,7609969,4315,sdc,<HPL_lmul>,imul,"imul, %eax,%r8d",0,0,1,1.562174,26.86567164,9.950248756,63.1840796,90.04975124,INTEGER,,,0.0
42bde6,rsi,7697077,2050,sdc,<HPL_ladd>,add,"add, %edi,%r8d",0,0,1,1.580068,26.86567164,9.452736318,63.68159204,90.54726368,INTEGER,,,0.0
420b7b,xmm1,7759774,2851,crash,<HPL_setran>,mov,"mov, %rsp,%rdi",0,1,0,1.592947,27.36318408,9.452736318,63.1840796,90.54726368,DATAXFER,,,0.6458333333333334
42befc,rdx,7767449,10584,sdc,<HPL_lmul>,add,"add, $0x4,%rax",0,0,1,1.594524,27.36318408,9.452736318,63.1840796,90.54726368,INTEGER,,,0.5772727272727273
42beec,r10,7771800,7986,sdc,<HPL_lmul>,add,"add, %r8d,%edi",0,0,1,1.595417,27.86069652,9.452736318,62.68656716,90.54726368,INTEGER,,,0.0
42be8f,r9,7909576,10513,masked,<HPL_lmul>,mov,"mov, %ebx,%edi",1,0,0,1.623719,27.86069652,9.452736318,62.68656716,90.54726368,DATAXFER,,,0.0
42beb5,rdi,7915604,4585,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,1.624958,27.86069652,9.452736318,62.68656716,90.54726368,DATAXFER,,,0.0
42beb1,r15,7946668,2673,sdc,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",0,0,1,1.631339,27.86069652,9.452736318,62.68656716,90.54726368,DATAXFER,,,0.0
42bec3,r8,7994848,11674,masked,<HPL_lmul>,shr,"shr, $0x10,%ebx",1,0,0,1.641236,27.86069652,9.452736318,62.68656716,90.54726368,SHIFT,,,0.0
42be8c,xmm1,8066832,5790,sdc,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",0,0,1,1.656023,27.86069652,9.452736318,62.68656716,90.54726368,DATAXFER,,,0.0
420aa8,r9,8146778,5390,masked,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %ecx,%xmm1",1,0,0,1.672446,27.86069652,9.452736318,62.68656716,90.54726368,CONVERT,,,0.0
42bdd5,r8,8184991,4433,sdc,<HPL_ladd>,mov,"mov, 0x4(%rsi),%eax",0,0,1,1.680295,28.35820896,9.452736318,62.18905473,90.54726368,DATAXFER,,,0.0
42bf00,rdi,8222253,9741,crash,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,1,0,1.68795,27.86069652,9.452736318,62.68656716,90.54726368,CONDITION,,,0.20085470085470086
42bebc,r11,8283542,4333,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,1.70054,27.36318408,9.452736318,63.1840796,90.54726368,INTEGER,,,0.0
42bea3,rsi,8364545,10427,masked,<HPL_lmul>,mov,"mov, %esi,%edi",1,0,0,1.71718,26.86567164,9.452736318,63.68159204,90.54726368,DATAXFER,,,0.0
42be40,rbx,8491439,6488,crash,<HPL_lmul>,push,"push, %rbx",0,1,0,1.743246,26.3681592,9.452736318,64.17910448,90.54726368,STACK,,,1.0
42bdd0,rcx,8494089,10545,sdc,<HPL_ladd>,mov,"mov, (%rsi),%ecx",0,0,1,1.743791,25.87064677,9.452736318,64.67661692,90.54726368,DATAXFER,,,0.0
42bddf,rbx,8567677,8297,sdc,<HPL_ladd>,movzwl,"movzwl, %r10w,%edi",0,0,1,1.758907,26.3681592,9.452736318,64.17910448,90.54726368,DATAXFER,,,0.0
42bea3,rflags,8575210,2209,masked,<HPL_lmul>,mov,"mov, %esi,%edi",1,0,0,1.760455,26.3681592,9.452736318,64.17910448,90.54726368,DATAXFER,,,0.0
42be27,,8576244,4535,masked,<HPL_ladd>,mov,"mov, %r8d,%esi",1,0,0,1.760667,26.3681592,9.452736318,64.17910448,90.54726368,DATAXFER,,,0.0
42bdff,rdi,8589821,12129,sdc,<HPL_ladd>,add,"add, %r9d,%r11d",0,0,1,1.763456,26.3681592,8.955223881,64.67661692,91.04477612,INTEGER,,,0.0
42be10,rsi,8595456,12493,masked,<HPL_ladd>,shl,"shl, $0x10,%ecx",1,0,0,1.764613,26.3681592,8.955223881,64.67661692,91.04477612,SHIFT,,,0.0
42bf20,xmm5,8606306,4111,sdc,<HPL_lmul>,shl,"shl, $0x10,%r10d",0,0,1,1.766842,26.86567164,8.457711443,64.67661692,91.54228856,SHIFT,,,0.0
42bed4,xmm1,8650559,8991,masked,<HPL_lmul>,imul,"imul, %r10d,%ebx",1,0,0,1.775933,26.3681592,8.955223881,64.67661692,91.04477612,INTEGER,,,0.0
42be41,rcx,8693558,3505,sdc,<HPL_lmul>,mov,"mov, (%rsi),%ecx",0,0,1,1.784766,26.86567164,8.955223881,64.17910448,91.04477612,DATAXFER,,,0.0
42bea1,,8694388,8185,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,1.784936,27.36318408,8.955223881,63.68159204,91.04477612,INTEGER,,,0.0
420ae4,r11,8783634,11926,masked,<HPL_rand>,subsd,"subsd, %xmm1,%xmm0",1,0,0,1.803269,27.36318408,8.955223881,63.68159204,91.04477612,FP,,,0.0
420ab8,rax,8804206,11665,sdc,<HPL_rand>,mulsd,"mulsd, %xmm4,%xmm5",0,0,1,1.807495,27.36318408,8.955223881,63.68159204,91.04477612,FP,,,0.0
42bf27,rbx,8821049,12283,sdc,<HPL_lmul>,or,"or, %r10d,%r8d",0,0,1,1.810955,27.36318408,8.955223881,63.68159204,91.04477612,LOGICAL,,,0.0
42bed8,r10,8954967,5660,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,1.838465,26.86567164,8.955223881,64.17910448,91.04477612,INTEGER,,,0.0
42bec8,r10,8961175,3110,sdc,<HPL_lmul>,cmp,"cmp, $0x1,%ecx",0,0,1,1.83974,26.86567164,8.955223881,64.17910448,91.04477612,CONDITION,,,0.0
420af0,rdx,8978768,9491,sdc,<HPL_setran>,cmp,"cmp, $0x3,%edi",0,0,1,1.843354,26.86567164,8.955223881,64.17910448,91.04477612,CONDITION,,,0.0
42becd,,9000787,7043,sdc,<HPL_lmul>,mov,"mov, -0x38(%rsp,%rcx,4),%ebx",0,0,1,1.847877,26.86567164,8.955223881,64.17910448,91.04477612,DATAXFER,,,0.0
412bad,rbx,9035459,6098,crash,<HPL_pdmatgen>,lea,"lea, 0x2(%rbx),%r15",0,1,0,1.854999,27.36318408,8.955223881,63.68159204,91.04477612,INTEGER,,,0.5
42bed8,rcx,9046643,10003,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,1.857297,27.36318408,8.955223881,63.68159204,91.04477612,INTEGER,,,0.0
42bea1,,9086200,12899,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,1.865423,27.36318408,8.457711443,64.17910448,91.54228856,INTEGER,,,0.0
42bdd0,r9,9117336,1375,sdc,<HPL_ladd>,mov,"mov, (%rsi),%ecx",0,0,1,1.871818,27.86069652,8.457711443,63.68159204,91.54228856,DATAXFER,,,0.0
42bea8,rdi,9143482,8512,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,1.877189,27.86069652,8.457711443,63.68159204,91.54228856,SHIFT,,,0.0
420ac8,,9170974,3368,crash,<HPL_rand>,add,"add, $0x18,%rsp",0,1,0,1.882837,27.36318408,8.457711443,64.17910448,91.54228856,INTEGER,,,0.9838709677419355
42beb8,,9202540,8802,masked,<HPL_lmul>,imul,"imul, %r11d,%ebx",1,0,0,1.889321,27.36318408,8.457711443,64.17910448,91.54228856,INTEGER,,,0.0
42bef8,rbx,9205469,9377,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,1.889923,27.36318408,8.457711443,64.17910448,91.54228856,INTEGER,,,0.9689119170984456
420a81,rbx,9256776,3803,masked,<HPL_rand>,mov,"mov, (%rsp),%edx",1,0,0,1.900462,27.36318408,8.457711443,64.17910448,91.54228856,DATAXFER,,,0.0
420ab0,rflags,9266109,2151,sdc,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %eax,%xmm5",0,0,1,1.90238,26.86567164,8.457711443,64.67661692,91.54228856,CONVERT,,,0.0
42be33,rsp,9355985,6606,masked,<HPL_ladd>,shl,"shl, $0x10,%eax",1,0,0,1.920842,26.86567164,8.457711443,64.67661692,91.54228856,SHIFT,,,0.0
42bde6,rsi,9408002,1892,sdc,<HPL_ladd>,add,"add, %edi,%r8d",0,0,1,1.931527,26.3681592,8.457711443,65.17412935,91.54228856,INTEGER,,,0.0
42be98,rdi,9414115,1893,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,1.932783,26.86567164,8.457711443,64.67661692,91.54228856,SHIFT,,,0.0
42be8c,rbx,9468462,9249,sdc,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",0,0,1,1.943947,26.86567164,8.457711443,64.67661692,91.54228856,DATAXFER,,,0.0
42be94,r9,9559524,9519,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,1.962653,26.3681592,8.457711443,65.17412935,91.54228856,DATAXFER,,,0.0
42bea3,rflags,9570607,7462,masked,<HPL_lmul>,mov,"mov, %esi,%edi",1,0,0,1.96493,26.3681592,8.955223881,64.67661692,91.04477612,DATAXFER,,,0.0
42bdd8,rdi,9572834,8115,sdc,<HPL_ladd>,mov,"mov, 0x4(%rdi),%esi",0,0,1,1.965387,26.3681592,8.955223881,64.67661692,91.04477612,DATAXFER,,,0.0
42bead,xmm2,9634349,3492,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,1.978024,26.3681592,8.955223881,64.67661692,91.04477612,CONDITION,,,0.0
42bef8,r8,9639332,6751,sdc,<HPL_lmul>,add,"add, $0x1,%rcx",0,0,1,1.979047,26.3681592,8.955223881,64.67661692,91.04477612,INTEGER,,,0.9689119170984456
42be55,rbx,9683380,3850,sdc,<HPL_lmul>,movzwl,"movzwl, %cx,%eax",0,0,1,1.988096,26.3681592,8.955223881,64.67661692,91.04477612,DATAXFER,,,0.0
412bad,rbx,9694235,6940,sdc,<HPL_pdmatgen>,lea,"lea, 0x2(%rbx),%r15",0,0,1,1.990326,26.3681592,8.955223881,64.67661692,91.04477612,INTEGER,,,0.5
42be9d,xmm11,9709026,2396,sdc,<HPL_lmul>,imul,"imul, %r9d,%ebx",0,0,1,1.993364,26.3681592,8.955223881,64.67661692,91.04477612,INTEGER,,,0.0
42bf27,rcx,9714755,11643,sdc,<HPL_lmul>,or,"or, %r10d,%r8d",0,0,1,1.994541,26.3681592,8.955223881,64.67661692,91.04477612,LOGICAL,,,0.0
420a98,r9,9720039,7087,masked,<HPL_rand>,movzwl,"movzwl, %dx,%ecx",1,0,0,1.995626,26.86567164,8.457711443,64.67661692,91.54228856,DATAXFER,,,0.0
42bed8,xmm2,9720173,11706,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,1.995654,26.86567164,8.457711443,64.67661692,91.54228856,INTEGER,,,0.0
42bedd,,9728303,8273,masked,<HPL_lmul>,shr,"shr, $0x10,%esi",1,0,0,1.997324,26.86567164,8.457711443,64.67661692,91.54228856,SHIFT,,,0.0
42be71,rbx,9754064,8776,sdc,<HPL_lmul>,imul,"imul, %eax,%r8d",0,0,1,2.002616,26.86567164,8.457711443,64.67661692,91.54228856,INTEGER,,,0.0
42bf1c,r10,9760576,5402,sdc,<HPL_lmul>,shl,"shl, $0x10,%r9d",0,0,1,2.003953,26.86567164,8.457711443,64.67661692,91.54228856,SHIFT,,,0.0
42bef8,r10,9859365,2381,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,2.024247,26.86567164,8.457711443,64.67661692,91.54228856,INTEGER,,,0.9689119170984456
42bf00,rbx,9860093,7114,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,2.024396,26.86567164,8.457711443,64.67661692,91.54228856,CONDITION,,,0.20085470085470086
42bea8,rcx,9905143,6129,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,2.03365,27.36318408,8.457711443,64.17910448,91.54228856,SHIFT,,,0.0
42be91,,9931543,11093,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,2.039074,27.36318408,8.457711443,64.17910448,91.54228856,DATAXFER,,,0.0
42bea8,rsp,9934072,1768,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,2.039593,27.36318408,8.457711443,64.17910448,91.54228856,SHIFT,,,0.0
42bf00,rax,9939499,7540,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,2.040708,27.36318408,8.457711443,64.17910448,91.54228856,CONDITION,,,0.20085470085470086
42bee2,rdi,9948705,2235,sdc,<HPL_lmul>,cmp,"cmp, $0x3,%ecx",0,0,1,2.042599,27.86069652,8.457711443,63.68159204,91.54228856,CONDITION,,,0.0
42be7e,rbx,9959678,5233,sdc,<HPL_lmul>,shr,"shr, $0x10,%r11d",0,0,1,2.044853,27.86069652,8.457711443,63.68159204,91.54228856,SHIFT,,,0.0
42beb1,r9,10004609,5227,sdc,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",0,0,1,2.054083,28.35820896,8.457711443,63.1840796,91.54228856,DATAXFER,,,0.0
42bec8,rbx,10006701,10398,masked,<HPL_lmul>,cmp,"cmp, $0x1,%ecx",1,0,0,2.054513,28.35820896,8.457711443,63.1840796,91.54228856,CONDITION,,,0.0
420a79,rax,10105079,6513,sdc,<HPL_rand>,mov,"mov, %rsp,%rsi",0,0,1,2.074721,28.85572139,8.457711443,62.68656716,91.54228856,DATAXFER,,,0.7090909090909091
420ad8,xmm0,10131284,7481,sdc,<HPL_rand>,addsd,"addsd, %xmm5,%xmm1",0,0,1,2.080105,28.35820896,8.457711443,63.1840796,91.54228856,FP,,,0.0
420a74,rdi,10175949,6827,sdc,<HPL_rand>,mov,"mov, $0x3,%edi",0,0,1,2.08928,28.35820896,8.457711443,63.1840796,91.54228856,DATAXFER,,,0.0
42befc,rbx,10185549,5830,crash,<HPL_lmul>,add,"add, $0x4,%rax",0,1,0,2.091252,27.86069652,8.457711443,63.68159204,91.54228856,INTEGER,,,0.5772727272727273
42befc,rsi,10197784,1757,crash,<HPL_lmul>,add,"add, $0x4,%rax",0,1,0,2.093765,27.36318408,8.457711443,64.17910448,91.54228856,INTEGER,,,0.5772727272727273
420b71,rbx,10227411,11646,crash,<HPL_setran>,mov,"mov, $0xe54948,%esi",0,1,0,2.099851,26.86567164,8.457711443,64.67661692,91.54228856,DATAXFER,,,0.30612244897959184
42be40,rdi,10259641,6868,crash,<HPL_lmul>,push,"push, %rbx",0,1,0,2.106472,26.86567164,8.457711443,64.67661692,91.54228856,STACK,,,1.0
420b60,r9,10301184,719,sdc,<HPL_setran>,mov,"mov, %rsp,%rdx",0,0,1,2.115006,26.86567164,8.457711443,64.67661692,91.54228856,DATAXFER,,,0.6326530612244898
420a74,xmm1,10342149,6405,sdc,<HPL_rand>,mov,"mov, $0x3,%edi",0,0,1,2.123421,26.3681592,8.457711443,65.17412935,91.54228856,DATAXFER,,,0.0
42be8f,rbx,10362822,5025,masked,<HPL_lmul>,mov,"mov, %ebx,%edi",1,0,0,2.127667,25.87064677,8.457711443,65.67164179,91.54228856,DATAXFER,,,0.0
420ae4,r10,10370882,5242,sdc,<HPL_rand>,subsd,"subsd, %xmm1,%xmm0",0,0,1,2.129323,25.87064677,8.457711443,65.67164179,91.54228856,FP,,,0.0
420a98,r8,10390280,381,masked,<HPL_rand>,movzwl,"movzwl, %dx,%ecx",1,0,0,2.133308,26.3681592,8.457711443,65.17412935,91.54228856,DATAXFER,,,0.0
420aa5,rax,10427367,5797,sdc,<HPL_rand>,shr,"shr, $0x10,%eax",0,0,1,2.140926,25.87064677,8.457711443,65.67164179,91.54228856,SHIFT,,,0.0
42bed1,r8,10472147,8364,masked,<HPL_lmul>,movzwl,"movzwl, %si,%esi",1,0,0,2.150125,25.37313433,8.955223881,65.67164179,91.04477612,DATAXFER,,,0.0
42bde6,rbx,10477226,3880,sdc,<HPL_ladd>,add,"add, %edi,%r8d",0,0,1,2.151168,25.37313433,8.955223881,65.67164179,91.04477612,INTEGER,,,0.0
42be10,rflags,10506362,124,sdc,<HPL_ladd>,shl,"shl, $0x10,%ecx",0,0,1,2.157153,25.37313433,8.955223881,65.67164179,91.04477612,SHIFT,,,0.0
42bec8,rdi,10580070,12832,sdc,<HPL_lmul>,cmp,"cmp, $0x1,%ecx",0,0,1,2.172294,25.87064677,8.955223881,65.17412935,91.04477612,CONDITION,,,0.0
42bf00,rbx,10591733,8556,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,2.17469,25.87064677,8.955223881,65.17412935,91.04477612,CONDITION,,,0.20085470085470086
42bed4,rsi,10699090,12879,sdc,<HPL_lmul>,imul,"imul, %r10d,%ebx",0,0,1,2.196744,25.37313433,8.955223881,65.67164179,91.04477612,INTEGER,,,0.0
42be8c,rsi,10702333,7,masked,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",1,0,0,2.19741,25.37313433,8.955223881,65.67164179,91.04477612,DATAXFER,,,0.0
42bec8,rsp,10717124,944,masked,<HPL_lmul>,cmp,"cmp, $0x1,%ecx",1,0,0,2.200448,25.37313433,8.457711443,66.16915423,91.54228856,CONDITION,,,0.0
420ac0,rflags,10761327,2621,masked,<HPL_rand>,movsd,"movsd, 0x7d1a20(%rip),%xmm0",1,0,0,2.209528,25.87064677,8.457711443,65.67164179,91.54228856,UnKnown,,,0.0
420a9b,xmm13,10781317,8610,masked,<HPL_rand>,shr,"shr, $0x10,%edx",1,0,0,2.213635,25.87064677,8.457711443,65.67164179,91.54228856,SHIFT,,,0.0
42bddb,rsi,10839335,1219,sdc,<HPL_ladd>,movzwl,"movzwl, %cx,%r8d",0,0,1,2.225553,25.87064677,8.457711443,65.67164179,91.54228856,DATAXFER,,,0.0
420ab4,r8,10865388,375,masked,<HPL_rand>,mulsd,"mulsd, %xmm4,%xmm0",1,0,0,2.230905,25.87064677,8.457711443,65.67164179,91.54228856,FP,,,0.0
42bea8,rbx,10893819,9063,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,2.236745,25.87064677,8.457711443,65.67164179,91.54228856,SHIFT,,,0.0
420abc,rdi,10947909,3453,masked,<HPL_rand>,addsd,"addsd, %xmm0,%xmm1",1,0,0,2.247856,26.3681592,8.457711443,65.17412935,91.54228856,FP,,,0.0
42be20,r10,10952161,2415,masked,<HPL_ladd>,add,"add, %esi,%eax",1,0,0,2.24873,26.3681592,7.960199005,65.67164179,92.039801,INTEGER,,,0.0
42be24,rcx,10970022,3872,sdc,<HPL_ladd>,add,"add, %r11d,%r8d",0,0,1,2.252399,26.3681592,8.457711443,65.17412935,91.54228856,INTEGER,,,0.0
42bef8,rcx,11008539,12253,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,2.260311,26.3681592,7.960199005,65.67164179,92.039801,INTEGER,,,0.9689119170984456
42be8c,r8,11014582,4765,sdc,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",0,0,1,2.261552,26.86567164,7.960199005,65.17412935,92.039801,DATAXFER,,,0.0
42be06,rsi,11082236,2661,masked,<HPL_ladd>,mov,"mov, %r11d,%ecx",1,0,0,2.27545,27.36318408,7.960199005,64.67661692,92.039801,DATAXFER,,,0.0
42be09,rax,11101848,437,sdc,<HPL_ladd>,sub,"sub, %r9d,%r8d",0,0,1,2.279479,27.36318408,7.462686567,65.17412935,92.53731343,INTEGER,,,0.0
42be8f,rsi,11102370,4157,masked,<HPL_lmul>,mov,"mov, %ebx,%edi",1,0,0,2.279586,27.36318408,7.462686567,65.17412935,92.53731343,DATAXFER,,,0.0
42be91,rsi,11105620,5423,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,2.280253,27.86069652,7.462686567,64.67661692,92.53731343,DATAXFER,,,0.0
42bea1,rsi,11119980,10383,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,2.283203,27.36318408,7.462686567,65.17412935,92.53731343,INTEGER,,,0.0
420b71,xmm6,11143446,7220,sdc,<HPL_setran>,mov,"mov, $0xe54948,%esi",0,0,1,2.288024,27.36318408,7.462686567,65.17412935,92.53731343,DATAXFER,,,0.30612244897959184
42be10,rbx,11150974,10933,masked,<HPL_ladd>,shl,"shl, $0x10,%ecx",1,0,0,2.28957,27.86069652,7.462686567,64.67661692,92.53731343,SHIFT,,,0.0
42be8f,rsi,11153047,524,masked,<HPL_lmul>,mov,"mov, %ebx,%edi",1,0,0,2.289996,27.86069652,7.462686567,64.67661692,92.53731343,DATAXFER,,,0.0
42bf20,rsi,11156190,4032,sdc,<HPL_lmul>,shl,"shl, $0x10,%r10d",0,0,1,2.290642,28.35820896,7.462686567,64.17910448,92.53731343,SHIFT,,,0.0
