loop_name,COUNT,CRASHC,Crash%
loop__466.csv,31,13,0.4194
loop__467.csv,31,13,0.4194
loop__468.csv,31,13,0.4194
loop__469.csv,31,13,0.4194
loop__470.csv,31,13,0.4194
loop__471.csv,31,13,0.4194
loop__472.csv,31,13,0.4194
loop__473.csv,31,13,0.4194
loop__474.csv,31,13,0.4194
loop__48.csv,269,49,0.1822
loop__485.csv,1,1,1.0000
loop__49.csv,2,0,0.0000
loop__5.csv,262,48,0.1832
loop__50.csv,97,14,0.1443
loop__51.csv,97,14,0.1443
loop__52.csv,231,35,0.1515
loop__53.csv,298,39,0.1309
loop__54.csv,2,0,0.0000
loop__55.csv,2,0,0.0000
loop__56.csv,97,14,0.1443
loop__6.csv,128,27,0.2109
loop__60.csv,262,48,0.1832
loop__61.csv,231,35,0.1515
loop__7.csv,128,27,0.2109
loop__72.csv,232,35,0.1509
loop__74.csv,136,21,0.1544
loop__75.csv,260,47,0.1808
loop__76.csv,301,67,0.2226
loop__79.csv,89,4,0.0449
loop__8.csv,126,26,0.2063
loop__81.csv,36,0,0.0000
loop__82.csv,88,0,0.0000
loop__83.csv,239,33,0.1381
loop__86.csv,44,0,0.0000
loop__87.csv,3169,1662,0.5245
loop__88.csv,2100,1639,0.7805
loop__9.csv,126,26,0.2063
loop__90.csv,1,0,0.0000
loop__91.csv,17,5,0.2941
loop__92.csv,11,5,0.4545
loop__93.csv,97,14,0.1443
