IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
401175,rax,88037322,13563,crash,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",0,1,32.488577,78.10945274,21.89054726,INTEGER
401175,rax,88047711,5608,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,32.492411,77.6119403,22.3880597,INTEGER
40117d,rdx,88061693,386,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,32.497572,77.6119403,22.3880597,INTEGER
401182,xmm1,88067532,7048,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,32.499727,78.10945274,21.89054726,FP
401170,xmm0,88070589,9821,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.500856,78.10945274,21.89054726,DATAXFER
401180,rflags,88085444,4884,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.506339,78.10945274,21.89054726,CONDITION
4010a9,xmm0,88179455,9945,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,32.541039,78.10945274,21.89054726,FP
4010b0,rflags,88195655,2138,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,32.547018,78.60696517,21.39303483,CONDITION
4010b0,rflags,88237883,8082,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,32.562604,79.10447761,20.89552239,CONDITION
4010ad,rdx,88242810,4671,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,32.564423,79.60199005,20.39800995,INTEGER
4010b2,xmm1,88259586,7594,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,32.570615,79.60199005,20.39800995,FP
4010a9,xmm0,88346403,11498,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,32.602659,79.60199005,20.39800995,FP
4010a5,rax,88374824,11304,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,32.61315,80.09950249,19.90049751,INTEGER
4010ad,rdx,88383956,827,masked,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",1,0,32.61652,80.59701493,19.40298507,INTEGER
4010a5,rax,88390264,2285,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,32.618849,80.59701493,19.40298507,INTEGER
401094,rdx,88392667,9314,masked,<lud_omp._omp_fn.1>,mov,"mov, %r9,%rdx",1,0,32.619736,80.59701493,19.40298507,DATAXFER
4010a9,xmm0,88395285,2330,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,32.620702,80.59701493,19.40298507,FP
4010bd,r8,88428808,13987,masked,<lud_omp._omp_fn.1>,add,"add, $0x1,%r8d",1,0,32.633075,81.09452736,18.90547264,INTEGER
4010a5,rax,88436700,10456,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,32.635988,81.5920398,18.4079602,INTEGER
4010ad,rdx,88437070,2443,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,32.636125,81.5920398,18.4079602,INTEGER
4010a5,rax,88449016,14087,masked,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",1,0,32.640534,81.5920398,18.4079602,INTEGER
401180,rflags,88481814,10995,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.65264,81.5920398,18.4079602,CONDITION
401170,xmm0,88491130,4151,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.656078,82.08955224,17.91044776,DATAXFER
401170,xmm0,88529076,13151,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.670084,82.08955224,17.91044776,DATAXFER
401179,xmm0,88563884,12687,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,32.682932,81.5920398,18.4079602,FP
40117d,rdx,88614857,8949,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,32.701746,81.5920398,18.4079602,INTEGER
401179,xmm0,88634919,12627,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,32.709151,81.09452736,18.90547264,FP
401180,rflags,88682914,1743,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.726866,81.09452736,18.90547264,CONDITION
401175,rax,88687126,6757,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,32.728421,81.09452736,18.90547264,INTEGER
401179,xmm0,88698333,14868,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,32.732558,81.5920398,18.4079602,FP
401182,xmm1,88717582,8021,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,32.739662,81.5920398,18.4079602,FP
401170,xmm0,88723246,14512,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.741753,81.09452736,18.90547264,DATAXFER
401180,rflags,88727730,2080,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.743408,80.59701493,19.40298507,CONDITION
401180,rflags,88728372,11496,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.743645,80.59701493,19.40298507,CONDITION
401182,xmm1,88772703,6606,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,32.760008,80.09950249,19.90049751,FP
401175,rax,88774381,14289,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,32.760627,80.09950249,19.90049751,INTEGER
401182,xmm1,88777309,11229,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,32.761708,80.09950249,19.90049751,FP
401180,rflags,88795552,2319,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.768441,80.09950249,19.90049751,CONDITION
40117d,rdx,88820322,9520,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,32.777584,79.60199005,20.39800995,INTEGER
401182,xmm1,88820744,2230,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,32.77774,79.60199005,20.39800995,FP
401182,xmm1,88826515,14434,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,32.77987,79.60199005,20.39800995,FP
401180,rflags,88835846,7900,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.783314,79.10447761,20.89552239,CONDITION
401170,xmm0,88845198,4403,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.786766,79.10447761,20.89552239,DATAXFER
4010ad,rdx,88849524,9096,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,32.788363,79.10447761,20.89552239,INTEGER
4010a5,rax,88852016,1092,masked,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",1,0,32.789282,79.10447761,20.89552239,INTEGER
4010a0,xmm0,88867389,11344,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.794957,79.10447761,20.89552239,DATAXFER
4010b0,rflags,88869113,4851,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,32.795593,79.10447761,20.89552239,CONDITION
4010a0,xmm0,88881063,7597,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.800004,78.60696517,21.39303483,DATAXFER
4010a0,xmm0,89015289,10033,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.849547,78.10945274,21.89054726,DATAXFER
4010b2,xmm1,89022766,14252,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,32.852307,78.10945274,21.89054726,FP
4010a9,xmm0,89073669,9112,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,32.871095,78.10945274,21.89054726,FP
4010a0,xmm0,89096693,1068,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.879593,78.60696517,21.39303483,DATAXFER
4010b2,xmm1,89126436,7904,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,32.890571,78.60696517,21.39303483,FP
4010b2,xmm1,89163406,1182,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,32.904217,79.10447761,20.89552239,FP
4010a0,xmm0,89163569,13811,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.904277,79.10447761,20.89552239,DATAXFER
4010ad,rdx,89194140,14753,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,32.915561,79.10447761,20.89552239,INTEGER
4010a9,xmm0,89207079,881,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,32.920337,79.10447761,20.89552239,FP
401180,rflags,89241155,4486,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.932914,79.10447761,20.89552239,CONDITION
401179,xmm0,89290461,2430,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,32.951113,79.10447761,20.89552239,FP
401170,xmm0,89292507,11746,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.951869,79.10447761,20.89552239,DATAXFER
401182,xmm1,89340246,3139,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,32.969489,79.10447761,20.89552239,FP
401175,rax,89360293,10930,crash,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",0,1,32.976889,79.10447761,20.89552239,INTEGER
401175,rax,89370958,14891,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,32.980825,79.60199005,20.39800995,INTEGER
401179,xmm0,89407656,10005,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,32.99437,79.60199005,20.39800995,FP
401182,xmm1,89408770,9008,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,32.994782,79.60199005,20.39800995,FP
40117d,rdx,89449597,5174,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,33.009851,79.60199005,20.39800995,INTEGER
401170,xmm0,89458127,13982,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,33.012999,80.09950249,19.90049751,DATAXFER
401175,rax,89504674,11143,crash,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",0,1,33.03018,80.09950249,19.90049751,INTEGER
401175,rax,89510030,12355,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,33.032157,80.09950249,19.90049751,INTEGER
401180,rflags,89517708,11465,crash,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",0,1,33.034991,80.09950249,19.90049751,CONDITION
401180,rflags,89518086,9211,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,33.03513,79.60199005,20.39800995,CONDITION
401179,xmm0,89526323,6656,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,33.038171,79.60199005,20.39800995,FP
40117d,rdx,89537350,8110,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,33.042241,79.10447761,20.89552239,INTEGER
401179,xmm0,89541240,9792,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,33.043677,79.10447761,20.89552239,FP
401180,rflags,89591066,5894,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,33.062067,79.60199005,20.39800995,CONDITION
4010b0,rflags,89625676,4137,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,33.074842,79.60199005,20.39800995,CONDITION
4010b2,xmm1,89627455,11264,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,33.075499,79.60199005,20.39800995,FP
4010b0,rflags,89645208,6948,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,33.082051,79.10447761,20.89552239,CONDITION
4010a9,xmm0,89648662,11490,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,33.083326,79.10447761,20.89552239,FP
4010a0,xmm0,89653588,12883,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,33.085144,79.10447761,20.89552239,DATAXFER
4010b0,rflags,89676244,2595,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,33.093507,78.60696517,21.39303483,CONDITION
4010ad,rdx,89677127,5438,masked,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",1,0,33.093833,78.60696517,21.39303483,INTEGER
4010b2,xmm1,89689925,7489,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,33.098557,78.60696517,21.39303483,FP
4010b0,rflags,89700094,545,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,33.10231,78.60696517,21.39303483,CONDITION
4010a5,rax,89707135,11233,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,33.104909,79.10447761,20.89552239,INTEGER
4010a5,rax,89755859,6157,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,33.122893,79.10447761,20.89552239,INTEGER
4010b0,rflags,89799796,6912,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,33.13911,78.60696517,21.39303483,CONDITION
4010a5,rax,89812595,1847,masked,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",1,0,33.143834,78.60696517,21.39303483,INTEGER
4010ad,rdx,89813043,13909,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,33.144,79.10447761,20.89552239,INTEGER
4010b0,rflags,89822070,2964,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,33.147332,79.60199005,20.39800995,CONDITION
4010b0,rflags,89836206,6443,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,33.152549,79.60199005,20.39800995,CONDITION
4010a0,xmm0,89842958,502,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,33.155041,79.60199005,20.39800995,DATAXFER
