loop_name,COUNT,CRASHC,Crash%
loop__467.csv,37,19,0.5135
loop__47.csv,359,75,0.2089
loop__48.csv,132,33,0.2500
loop__482.csv,13,0,0.0000
loop__484.csv,4,0,0.0000
loop__489.csv,1,0,0.0000
loop__49.csv,132,33,0.2500
loop__490.csv,1,0,0.0000
loop__492.csv,3,0,0.0000
loop__493.csv,3,0,0.0000
loop__5.csv,405,81,0.2000
loop__50.csv,132,33,0.2500
loop__51.csv,718,143,0.1992
loop__56.csv,132,33,0.2500
loop__57.csv,132,33,0.2500
loop__59.csv,133,34,0.2556
loop__6.csv,330,74,0.2242
loop__60.csv,132,33,0.2500
loop__61.csv,40,19,0.4750
loop__63.csv,37,19,0.5135
loop__64.csv,37,19,0.5135
loop__65.csv,37,19,0.5135
loop__66.csv,132,33,0.2500
loop__67.csv,37,19,0.5135
loop__68.csv,39,19,0.4872
loop__7.csv,330,74,0.2242
loop__73.csv,37,19,0.5135
loop__74.csv,95,14,0.1474
loop__76.csv,95,14,0.1474
loop__77.csv,132,33,0.2500
loop__78.csv,37,19,0.5135
loop__8.csv,323,77,0.2384
loop__80.csv,37,19,0.5135
loop__81.csv,93,13,0.1398
loop__9.csv,763,153,0.2005
