IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
47e393,rflags,13919803,446,masked,<hypre_CSRMatrixMultiply._omp_fn.0>,mov,"mov, 0x48(%r12),%r8",1,0,95.749064,85.49618320610686,14.50381679389313,DATAXFER
461f45,rcx,13946735,59,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,95.934628,85.38461538461539,14.615384615384617,CONDITION
461f22,rdx,13948161,177,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,movsd,"movsd, (%rdx,%rcx,1),%xmm0",1,0,95.944453,85.27131782945736,14.728682170542635,UnKnown
455bd9,rsp,13973367,775,masked,<hypre_BoomerAMGCreateS._omp_fn.1>,cmp,"cmp, %r9,%rax",1,0,96.118125,85.15625,14.84375,CONDITION
4576ec,rax,14073086,171,masked,<hypre_BoomerAMGCreate2ndS._omp_fn.10>,cmpq,"cmpq, $0x0,(%rsi,%rdx,8)",1,0,96.805199,85.03937007874016,14.960629921259844,UnKnown
480360,rsp,14097199,522,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rax",1,0,96.97134,84.92063492063492,15.07936507936508,DATAXFER
480360,rax,14118231,516,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rax",1,0,97.116253,84.8,15.2,DATAXFER
461f2d,rdx,14119562,324,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, 0x58(%rbx),%r8",1,0,97.125423,84.6774193548387,15.32258064516129,DATAXFER
46fd0c,rflags,14143957,350,masked,<hypre_ParMatmul_RowSizes._omp_fn.0>,lea,"lea, (%rax,%rsi,8),%rsi",1,0,97.293507,84.55284552845528,15.447154471544716,INTEGER
47ff80,r8,14176349,520,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,xMatvecOutOfPlace._omp_fn.6>:,xMatvecOutOfPlace._omp_fn.6>:,1,0,97.516691,84.42622950819673,15.57377049180328,UnKnown
461848,xmm0,14191425,500,masked,<hypre_ParCSRComputeL1NormsThreads._omp_fn.0>,movapd,"movapd, %xmm0,%xmm1",1,0,97.620566,85.12396694214875,14.87603305785124,DATAXFER
461e90,,14276366,143,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,1,0,98.205818,85.0,15.0,UnKnown
461f41,xmm0,14288660,1235,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,98.290525,84.87394957983193,15.126050420168069,INTEGER
48017e,rflags,14304889,880,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, 0x20(%rbp),%rdi",1,0,98.402345,85.59322033898304,14.40677966101695,DATAXFER
480371,xmm1,14319995,337,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mulsd,"mulsd, (%rsi,%rax,8),%xmm0",1,0,98.506426,85.47008547008546,14.52991452991453,FP
4924e0,rflags,14320448,969,masked,<hypre_UnorderedIntSetCopyToArray._omp_fn.2>,mov,"mov, 0x28(%rdi),%rcx",1,0,98.509548,85.34482758620689,14.655172413793103,DATAXFER
491642,rflags,14344504,560,masked,<hypre_LowerBound>,mov,"mov, %rcx,%rsi",1,0,98.675296,85.21739130434783,14.782608695652174,DATAXFER
