IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
4857f8,rax,8730307,276,crash,<hypre_IJMatrixSetValuesOMPParCSR._omp_fn.6>,mov,"mov, 0x38(%rsp),%rax",0,1,60.05461889,57.71144279,0.42289,DATAXFER
461f02,rsp,8730727,193,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,jmp,"jmp, 461f02, <hypre_ParCSRRel",1,0,60.05750827,57.71144279,0.42289,BR_OR_LP_CTRL
461f3d,r8,8768655,371,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,60.31843294,57.71144279,0.42289,DATAXFER
461f3d,rflags,8790782,1370,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,60.47065506,58.20895522,0.41791,DATAXFER
49256d,rdx,8795900,985,masked,<hypre_UnorderedIntSetCopyToArray._omp_fn.2>,add,"add, $0x8,%rax",1,0,60.5058642,58.70646766,0.41294,INTEGER
461f45,rflags,8862238,941,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,60.96223472,58.70646766,0.41294,CONDITION
424d74,rax,8897201,303,crash,<hypre_BoomerAMGBuildMultipass._omp_fn.5>,mov,"mov, (%rsi,%rcx,1),%rsi",0,1,61.20276175,58.20895522,0.41791,DATAXFER
480190,rax,8918291,605,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rcx",1,0,61.34784985,58.20895522,0.41791,DATAXFER
40490f,rflags,8931964,287,crash,<BuildIJLaplacian27pt._omp_fn.0>,sub,"sub, %rbx,%r8",0,1,61.44191289,58.20895522,0.41791,INTEGER
47ff80,xmm0,8946978,660,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,xMatvecOutOfPlace._omp_fn.6>:,xMatvecOutOfPlace._omp_fn.6>:,1,0,61.54520131,58.20895522,0.41791,UnKnown
461f4e,xmm0,8954461,10,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",1,0,61.59668041,58.20895522,0.41791,FP
457724,rflags,8978658,831,masked,<hypre_BoomerAMGCreate2ndS._omp_fn.10>,cmp,"cmp, %rax,0x0(%rbp)",1,0,61.76314303,58.70646766,0.41294,CONDITION
461f41,rcx,9000878,53,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,61.91600493,59.2039801,0.40796,INTEGER
462022,rflags,9006952,172,crash,<hypre_ParCSRRelaxThreads._omp_fn.1>,add,"add, $0x1,%rdx",0,1,61.95779085,59.2039801,0.40796,INTEGER
480371,r8,9013471,801,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mulsd,"mulsd, (%rsi,%rax,8),%xmm0",1,0,62.00263814,58.70646766,0.41294,FP
482555,r9,9067085,181,crash,<hypre_SeqVectorInnerProd._omp_fn.4>,mov,"mov, 0x8(%rbx),%rsi",0,1,62.37147424,59.2039801,0.40796,DATAXFER
461f41,rflags,9153679,1176,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,62.96719537,59.2039801,0.40796,INTEGER
4251fd,xmm0,9161874,105,masked,<hypre_BoomerAMGBuildMultipass._omp_fn.5>,cmp,"cmp, %r11,%rdx",1,0,63.02357265,59.70149254,0.40299,CONDITION
480190,rax,9174572,372,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rcx",0,1,63.11092821,59.2039801,0.40796,DATAXFER
480360,rflags,9176802,400,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rax",1,0,63.12626943,59.2039801,0.40796,DATAXFER
461f45,,9177639,1437,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,63.13202755,59.70149254,0.40299,CONDITION
461f41,rdx,9199292,428,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",0,1,63.28098879,59.70149254,0.40299,INTEGER
46fd10,rflags,9210186,57,crash,<hypre_ParMatmul_RowSizes._omp_fn.0>,cmp,"cmp, %r12,(%rsi)",0,1,63.35593378,59.2039801,0.40796,CONDITION
4.61E+92,rflags,9227629,615,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,1,0,63.47593244,59.2039801,0.40796,UnKnown
461f4e,xmm1,9249076,77,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",1,0,63.62347651,59.70149254,0.40299,FP
461f45,rdx,9276580,650,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,63.81268955,59.70149254,0.40299,CONDITION
480371,rflags,9280309,121,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mulsd,"mulsd, (%rsi,%rax,8),%xmm0",0,1,63.8383431,59.70149254,0.40299,FP
